0 length 1564;
0 note 71 100;
135 note 71 0;
192 note 72 100;
263 note 72 0;
345 note 76 100;
408 note 72 100;
420 note 76 0;
490 note 72 0;
514 note 71 100;
589 note 71 0;
620 note 65 100;
680 note 62 100;
784 note 62 0;
805 note 65 0;
814 note 69 100;
889 note 69 0;
956 note 62 100;
970 note 65 100;
1057 note 62 0;
1074 note 65 0;
1143 note 69 100;
1196 note 69 0;
1267 note 62 100;
1280 note 65 100;
1362 note 65 0;
1368 note 62 0;
1415 note 69 100;
1468 note 69 0;
