0 length 2519;
0 note 72 100;
238 note 72 0;
463 note 71 100;
494 note 69 100;
659 note 69 0;
703 note 71 0;
913 note 69 100;
1153 note 69 0;
1438 note 67 100;
1619 note 71 100;
1738 note 67 0;
1739 note 71 0;
1889 note 72 100;
1918 note 62 100;
1949 note 72 0;
2084 note 74 100;
2144 note 74 0;
2218 note 62 0;
2263 note 65 100;
2294 note 74 100;
2354 note 74 0;
2368 note 67 100;
2399 note 74 100;
2488 note 65 0;
2519 note 67 0;
