0 length 1380;
0 note 64 100;
0 note 67 100;
7 note 60 100;
193 note 60 0;
194 note 64 0;
195 note 67 0;
327 note 65 100;
331 note 69 100;
335 note 62 100;
503 note 65 0;
507 note 62 0;
512 note 69 0;
644 note 64 100;
647 note 67 100;
649 note 71 100;
788 note 71 0;
801 note 64 0;
803 note 67 0;
910 note 62 100;
915 note 65 100;
928 note 69 100;
1045 note 69 0;
1056 note 65 0;
1057 note 62 0;
1141 note 60 100;
1159 note 64 100;
1167 note 67 100;
1268 note 67 0;
1284 note 64 0;
1285 note 60 0;
