0 length 1410;
0 note 60 100;
11 note 64 100;
185 note 64 0;
211 note 60 0;
343 note 64 100;
354 note 60 100;
556 note 64 0;
562 note 60 0;
679 note 60 100;
681 note 64 100;
856 note 60 0;
876 note 64 0;
897 note 72 100;
902 note 76 100;
960 note 72 0;
974 note 76 0;
1055 note 76 100;
1059 note 72 100;
1220 note 72 0;
1227 note 76 0;
