0 length 1093;
0 note 60 100;
101 note 60 0;
107 note 67 100;
225 note 67 0;
252 note 62 100;
326 note 62 0;
336 note 65 100;
411 note 65 0;
412 note 62 100;
478 note 62 0;
493 note 65 100;
560 note 65 0;
565 note 64 100;
630 note 66 100;
637 note 64 0;
737 note 67 100;
743 note 66 0;
845 note 67 0;
865 note 68 100;
908 note 68 0;
911 note 70 100;
916 note 68 100;
919 note 68 0;
940 note 68 100;
962 note 68 0;
1017 note 71 100;
1027 note 70 0;
1046 note 72 100;
1068 note 71 0;
