0 length 1412;
0 note 71 100;
93 note 71 0;
95 note 67 100;
104 note 69 100;
138 note 69 0;
160 note 67 0;
285 note 67 100;
353 note 67 0;
461 note 67 100;
534 note 67 0;
603 note 64 100;
671 note 64 0;
693 note 65 100;
757 note 65 0;
788 note 64 100;
859 note 64 0;
905 note 67 100;
963 note 67 0;
1026 note 64 100;
1085 note 64 0;
1106 note 69 100;
1177 note 69 0;
