0 length 3483;
0 note 64 100;
63 note 60 100;
333 note 60 0;
351 note 64 0;
987 note 65 100;
1007 note 62 100;
1105 note 62 0;
1159 note 65 0;
1409 note 67 100;
1579 note 67 0;
1957 note 64 100;
1973 note 64 0;
1993 note 64 100;
2015 note 67 100;
2075 note 64 0;
2095 note 67 0;
2435 note 71 100;
2579 note 71 0;
3195 note 60 100;
3307 note 60 0;
