0 length 966;
0 note 65 100;
46 note 65 0;
67 note 60 100;
127 note 60 0;
184 note 64 100;
226 note 64 0;
252 note 60 100;
332 note 60 0;
345 note 65 100;
396 note 65 0;
417 note 60 100;
483 note 60 0;
513 note 69 100;
565 note 69 0;
598 note 60 100;
660 note 60 0;
709 note 74 100;
774 note 74 0;
786 note 60 100;
857 note 60 0;
904 note 76 100;
