0 length 719;
0 note 67 100;
55 note 67 0;
73 note 60 100;
124 note 60 0;
172 note 65 100;
210 note 65 0;
221 note 60 100;
261 note 60 0;
290 note 65 100;
320 note 65 0;
367 note 67 100;
411 note 69 100;
417 note 67 0;
490 note 69 0;
501 note 71 100;
508 note 60 100;
543 note 71 0;
555 note 72 100;
575 note 60 0;
623 note 74 100;
628 note 72 0;
676 note 76 100;
685 note 74 0;
