0 length 1461;
0 note 75 100;
77 note 74 100;
110 note 75 0;
172 note 74 0;
178 note 73 100;
276 note 72 100;
288 note 73 0;
365 note 72 0;
370 note 72 100;
371 note 74 100;
377 note 72 0;
461 note 74 0;
642 note 74 100;
731 note 74 0;
819 note 74 100;
902 note 74 0;
916 note 72 100;
1027 note 72 0;
1088 note 74 100;
1196 note 74 0;
1289 note 74 100;
1349 note 74 0;
