0 length 2284;
0 note 82 100;
352 note 82 0;
421 note 78 100;
633 note 78 0;
918 note 66 100;
1090 note 66 0;
1213 note 75 100;
1383 note 66 100;
1400 note 75 0;
1621 note 66 0;
1703 note 75 100;
1715 note 72 100;
1721 note 67 100;
1730 note 66 100;
1991 note 66 0;
1996 note 67 0;
1999 note 72 0;
2009 note 75 0;
