0 length 1452;
0 note 74 100;
0 note 72 100;
100 note 74 0;
317 note 71 100;
335 note 72 0;
390 note 60 100;
474 note 65 100;
557 note 64 100;
561 note 62 100;
584 note 64 0;
606 note 64 100;
654 note 64 0;
714 note 79 100;
749 note 60 0;
753 note 71 0;
783 note 62 0;
930 note 65 0;
1014 note 69 100;
1072 note 62 100;
1119 note 79 0;
1165 note 66 100;
1184 note 68 100;
1208 note 68 0;
1263 note 74 100;
1346 note 62 0;
1350 note 66 0;
1408 note 83 100;
1419 note 69 0;
