0 length 1420;
0 note 62 100;
73 note 60 100;
179 note 62 0;
186 note 65 100;
259 note 77 100;
263 note 71 100;
268 note 74 100;
367 note 65 0;
424 note 60 0;
464 note 67 100;
468 note 60 100;
476 note 71 0;
489 note 74 0;
500 note 77 0;
531 note 64 100;
704 note 72 100;
721 note 81 100;
866 note 78 100;
