0 length 1225;
0 note 62 100;
496 note 76 100;
513 note 62 0;
545 note 77 100;
661 note 76 0;
675 note 76 100;
679 note 76 0;
682 note 76 100;
684 note 76 0;
688 note 79 100;
717 note 77 0;
949 note 64 100;
953 note 79 0;
954 note 60 100;
1023 note 74 100;
1030 note 77 100;
1103 note 60 0;
1107 note 64 0;
1194 note 74 0;
1210 note 77 0;
