0 length 2115;
0 note 72 100;
76 note 72 0;
170 note 72 100;
294 note 74 100;
320 note 72 0;
370 note 76 100;
393 note 74 0;
455 note 77 100;
474 note 76 0;
1137 note 74 100;
1180 note 77 0;
1252 note 72 100;
1277 note 74 0;
1396 note 67 100;
1511 note 72 0;
1748 note 65 100;
1792 note 67 0;
1819 note 72 100;
1883 note 76 100;
1965 note 65 0;
2042 note 76 0;
2071 note 72 0;
