0 length 794;
0 note 60 100;
83 note 65 100;
126 note 60 0;
168 note 69 100;
214 note 72 100;
243 note 65 0;
246 note 69 0;
256 note 76 100;
295 note 72 0;
300 note 60 100;
314 note 76 0;
387 note 60 0;
392 note 76 100;
407 note 72 100;
472 note 69 100;
479 note 76 0;
485 note 60 100;
522 note 72 0;
525 note 69 0;
597 note 60 0;
606 note 67 100;
640 note 67 0;
678 note 60 100;
688 note 60 0;
702 note 62 100;
787 note 62 0;
