0 length 2153;
0 note 74 100;
3 note 81 100;
234 note 81 0;
238 note 74 0;
286 note 60 100;
299 note 65 100;
547 note 65 0;
561 note 60 0;
638 note 79 100;
638 note 72 100;
1007 note 72 0;
1017 note 79 0;
1290 note 79 100;
1295 note 72 100;
1620 note 72 0;
1623 note 79 0;
1730 note 72 100;
1731 note 79 100;
2124 note 79 0;
2132 note 72 0;
