0 length 1009;
0 note 76 100;
114 note 74 100;
123 note 76 0;
185 note 74 0;
231 note 64 100;
306 note 60 100;
370 note 64 0;
456 note 65 100;
476 note 64 100;
492 note 64 0;
577 note 71 100;
589 note 65 0;
627 note 60 0;
719 note 70 100;
736 note 71 0;
821 note 70 0;
846 note 71 100;
856 note 72 100;
898 note 71 0;
