0 length 1142;
0 note 76 100;
6 note 69 100;
8 note 72 100;
142 note 69 0;
152 note 76 0;
162 note 72 0;
328 note 60 100;
345 note 65 100;
551 note 65 0;
554 note 60 0;
686 note 79 100;
689 note 76 100;
701 note 72 100;
807 note 76 0;
810 note 79 0;
815 note 72 0;
923 note 81 100;
930 note 74 100;
934 note 77 100;
1051 note 74 0;
1070 note 81 0;
1082 note 77 0;
