0 length 3302;
0 note 69 100;
151 note 69 0;
206 note 65 100;
304 note 65 0;
440 note 64 100;
590 note 64 0;
783 note 69 100;
861 note 69 0;
994 note 69 100;
1069 note 69 0;
1135 note 65 100;
1207 note 65 0;
1244 note 62 100;
1398 note 62 0;
1628 note 69 100;
1731 note 69 0;
1856 note 65 100;
1940 note 65 0;
2323 note 64 100;
2421 note 69 100;
2423 note 64 0;
2484 note 69 0;
2609 note 71 100;
2665 note 71 0;
2804 note 71 100;
3040 note 71 0;
