0 length 1503;
0 note 69 100;
227 note 60 100;
305 note 65 100;
313 note 69 0;
353 note 63 100;
686 note 68 100;
717 note 67 100;
755 note 63 0;
758 note 65 0;
789 note 70 100;
815 note 60 0;
835 note 67 0;
892 note 69 100;
1000 note 70 0;
1019 note 68 0;
1047 note 64 100;
1100 note 60 100;
1197 note 69 0;
1294 note 67 100;
1305 note 69 100;
1319 note 64 0;
1319 note 65 100;
1370 note 60 0;
1474 note 67 0;
