0 length 1364;
0 note 72 100;
239 note 72 0;
254 note 64 100;
269 note 60 100;
524 note 76 100;
524 note 72 100;
524 note 69 100;
539 note 64 0;
554 note 60 0;
854 note 79 100;
854 note 60 100;
869 note 65 100;
1124 note 69 0;
1124 note 76 0;
1124 note 60 0;
1139 note 72 0;
1139 note 65 0;
1139 note 79 0;
