0 length 1274;
0 note 74 100;
0 note 72 100;
99 note 74 0;
188 note 76 100;
316 note 71 100;
334 note 72 0;
389 note 60 100;
473 note 65 100;
556 note 64 100;
560 note 62 100;
583 note 64 0;
595 note 76 0;
605 note 64 100;
653 note 64 0;
673 note 83 100;
713 note 79 100;
748 note 60 0;
752 note 71 0;
782 note 62 0;
929 note 65 0;
1013 note 69 100;
1071 note 62 100;
1118 note 79 0;
1164 note 66 100;
1183 note 68 100;
1207 note 68 0;
1262 note 74 100;
