0 length 1648;
0 note 76 100;
109 note 72 100;
151 note 76 0;
182 note 72 0;
197 note 64 100;
296 note 60 100;
364 note 64 0;
403 note 60 0;
414 note 71 100;
519 note 71 0;
614 note 71 100;
710 note 71 0;
722 note 60 100;
824 note 60 0;
836 note 69 100;
909 note 69 0;
939 note 64 100;
1034 note 64 0;
1047 note 69 100;
1116 note 69 0;
1148 note 69 100;
1211 note 69 0;
1248 note 70 100;
1336 note 70 0;
1454 note 70 100;
1521 note 70 0;
