0 length 2205;
0 note 60 100;
118 note 60 0;
313 note 60 100;
433 note 60 0;
540 note 80 100;
628 note 60 100;
733 note 60 0;
780 note 80 0;
793 note 72 100;
898 note 72 0;
1003 note 72 100;
1063 note 72 0;
1198 note 72 100;
1288 note 72 0;
1425 note 80 100;
1439 note 60 100;
1455 note 80 0;
1515 note 82 100;
1558 note 60 0;
1635 note 82 0;
1753 note 60 100;
1873 note 60 0;
2068 note 60 100;
2173 note 60 0;
