0 length 3402;
0 note 68 100;
163 note 68 0;
189 note 67 100;
237 note 67 0;
633 note 66 100;
923 note 66 0;
1006 note 65 100;
1138 note 65 0;
1647 note 68 100;
1733 note 68 0;
1840 note 67 100;
1901 note 67 0;
2638 note 66 100;
2738 note 66 0;
2837 note 65 100;
2904 note 65 0;
3030 note 64 100;
3113 note 64 0;
